0,0,0,-0.341614907,-0.161490683,-0.540372671,-0.47826087,-0.621118012,-0.782608696,-0.701863354,-1,-0.360248447,-0.714285714,-0.391304348,-0.956521739,-0.360248447,-0.708074534,-0.335403727,-0.565217391,-0.149068323,-0.714285714,-0.186335404,-0.956521739,-0.198757764,-0.645962733,-0.167701863,-0.565217391,0.055900621,-0.677018634,0.02484472,-0.894409938,-0.01863354,-0.590062112,-0.01242236,-0.50310559,0.260869565,-0.621118012,0.223602484,-0.770186335,0.155279503,-0.571428571,0.155279503,-0.49068323
0,0,0,-0.318681319,-0.17032967,-0.494505495,-0.494505495,-0.538461538,-0.791208791,-0.593406593,-1,-0.307692308,-0.71978022,-0.324175824,-0.923076923,-0.302197802,-0.67032967,-0.274725275,-0.554945055,-0.093406593,-0.703296703,-0.120879121,-0.912087912,-0.148351648,-0.615384615,-0.126373626,-0.56043956,0.104395604,-0.648351648,0.082417582,-0.824175824,0.021978022,-0.549450549,0.027472527,-0.5,0.285714286,-0.582417582,0.263736264,-0.703296703,0.192307692,-0.527472527,0.192307692,-0.478021978
0,0,0,-0.327586207,-0.17816092,-0.505747126,-0.494252874,-0.563218391,-0.787356322,-0.637931034,-1,-0.316091954,-0.718390805,-0.344827586,-0.931034483,-0.32183908,-0.689655172,-0.293103448,-0.557471264,-0.103448276,-0.701149425,-0.149425287,-0.925287356,-0.172413793,-0.626436782,-0.149425287,-0.551724138,0.091954023,-0.655172414,0.057471264,-0.850574713,-0.005747126,-0.563218391,0.005747126,-0.494252874,0.287356322,-0.586206897,0.247126437,-0.718390805,0.172413793,-0.534482759,0.17816092,-0.471264368
0,0,0,-0.319767442,-0.168604651,-0.5,-0.488372093,-0.552325581,-0.784883721,-0.61627907,-1,-0.302325581,-0.720930233,-0.325581395,-0.930232558,-0.308139535,-0.686046512,-0.284883721,-0.558139535,-0.093023256,-0.703488372,-0.127906977,-0.918604651,-0.162790698,-0.61627907,-0.13372093,-0.552325581,0.098837209,-0.651162791,0.075581395,-0.837209302,0.005813953,-0.552325581,0.01744186,-0.494186047,0.290697674,-0.581395349,0.255813953,-0.703488372,0.180232558,-0.523255814,0.186046512,-0.470930233
0,0,0,-0.303370787,-0.162921348,-0.45505618,-0.494382022,-0.47752809,-0.792134831,-0.516853933,-1,-0.258426966,-0.713483146,-0.252808989,-0.91011236,-0.258426966,-0.657303371,-0.241573034,-0.561797753,-0.050561798,-0.679775281,-0.056179775,-0.887640449,-0.106741573,-0.601123596,-0.095505618,-0.561797753,0.134831461,-0.612359551,0.129213483,-0.786516854,0.04494382,-0.52247191,0.050561798,-0.488764045,0.308988764,-0.54494382,0.297752809,-0.657303371,0.213483146,-0.483146067,0.207865169,-0.443820225
0,0,0,-0.285714286,-0.17032967,-0.423076923,-0.494505495,-0.434065934,-0.791208791,-0.456043956,-1,-0.21978022,-0.703296703,-0.186813187,-0.901098901,-0.208791209,-0.659340659,-0.203296703,-0.549450549,-0.021978022,-0.664835165,-0.005494505,-0.873626374,-0.071428571,-0.598901099,-0.076923077,-0.554945055,0.153846154,-0.598901099,0.175824176,-0.774725275,0.076923077,-0.521978022,0.06043956,-0.483516484,0.318681319,-0.521978022,0.335164835,-0.637362637,0.241758242,-0.467032967,0.21978022,-0.417582418
0,0,0,-0.292553191,-0.159574468,-0.425531915,-0.484042553,-0.436170213,-0.787234043,-0.468085106,-1,-0.228723404,-0.696808511,-0.196808511,-0.89893617,-0.218085106,-0.659574468,-0.218085106,-0.558510638,-0.031914894,-0.659574468,-0.010638298,-0.877659574,-0.085106383,-0.60106383,-0.095744681,-0.558510638,0.14893617,-0.595744681,0.170212766,-0.781914894,0.069148936,-0.526595745,0.053191489,-0.478723404,0.319148936,-0.521276596,0.329787234,-0.643617021,0.239361702,-0.473404255,0.223404255,-0.420212766
0,0,0,-0.316062176,-0.176165803,-0.466321244,-0.497409326,-0.492227979,-0.792746114,-0.523316062,-1,-0.269430052,-0.715025907,-0.243523316,-0.917098446,-0.248704663,-0.67357513,-0.248704663,-0.559585492,-0.067357513,-0.678756477,-0.051813472,-0.906735751,-0.10880829,-0.621761658,-0.119170984,-0.564766839,0.119170984,-0.621761658,0.139896373,-0.808290155,0.056994819,-0.544041451,0.041450777,-0.492227979,0.300518135,-0.549222798,0.300518135,-0.67357513,0.222797927,-0.497409326,0.207253886,-0.440414508
0,0,0,-0.303664921,-0.193717277,-0.460732984,-0.502617801,-0.497382199,-0.790575916,-0.554973822,-1,-0.256544503,-0.717277487,-0.293193717,-0.905759162,-0.282722513,-0.659685864,-0.251308901,-0.570680628,-0.052356021,-0.685863874,-0.09947644,-0.884816754,-0.141361257,-0.591623037,-0.109947644,-0.560209424,0.136125654,-0.628272251,0.09947644,-0.795811518,0.020942408,-0.528795812,0.047120419,-0.497382199,0.319371728,-0.560209424,0.272251309,-0.67539267,0.188481675,-0.502617801,0.209424084,-0.460732984
0,0,0,-0.291005291,-0.19047619,-0.44973545,-0.502645503,-0.486772487,-0.788359788,-0.529100529,-1,-0.248677249,-0.714285714,-0.26984127,-0.91005291,-0.264550265,-0.666666667,-0.238095238,-0.566137566,-0.042328042,-0.682539683,-0.074074074,-0.883597884,-0.121693122,-0.592592593,-0.095238095,-0.560846561,0.148148148,-0.624338624,0.121693122,-0.793650794,0.042328042,-0.523809524,0.063492063,-0.492063492,0.328042328,-0.55026455,0.296296296,-0.666666667,0.211640212,-0.497354497,0.222222222,-0.455026455
